SrcAddr,Sport,DstAddr,Dport,DstLoad,SrcPkts,SrcBytes,DstLoss,DstBytes,sMeanPktSz,SrcLoad,dMeanPktSz,Rate
192.168.1.96,33862,31.13.69.13,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,40.160641
192.168.1.96,40428,93.184.220.66,http,0.000000,1,66,0,66,66.000000,0.000000,66.000000,21.039345
192.168.1.96,59834,41.231.48.63,http,0.000000,1,66,0,66,66.000000,0.000000,66.000000,45.464878
192.168.1.96,58240,172.217.18.238,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,28.409897
192.168.1.96,39538,192.229.233.25,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,21.067268
192.168.1.96,39926,172.217.19.142,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,23.140648
192.168.1.96,54922,216.58.211.195,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,20.859407
192.168.1.96,60000,157.240.195.15,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,20.865067
192.168.1.96,46642,216.58.205.205,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,20.876390
192.168.1.96,44628,104.244.42.136,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,17.101618
192.168.1.96,58474,31.13.69.35,https,16447.525391,2,132,0,171,66.000000,12622.519531,85.500000,71.718864
192.168.1.96,42810,104.16.227.10,https,7905.138184,6,734,0,574,122.333336,6187.191406,95.666664,17.760727
192.168.1.96,44732,192.168.1.1,domain,0.000000,1,90,0,163,90.000000,0.000000,163.000000,18.280533
192.168.1.96,49473,104.16.226.10,https,122818.296875,10,2384,0,3913,238.399994,74077.593750,355.727264,86.297287
192.168.1.96,39089,104.16.226.10,https,11755.907227,9,6875,0,1505,763.888916,53701.125000,167.222229,18.670630
192.168.1.96,53269,216.58.212.110,https,110366.750000,10,4754,0,3864,475.399994,133331.250000,322.000000,81.793541
192.168.1.96,58468,31.13.69.35,https,22310.082031,3,198,0,237,66.000000,18638.802734,79.000000,88.251907
192.168.1.96,60016,157.240.195.15,https,0.000000,1,66,0,171,66.000000,0.000000,85.500000,0.000000
192.168.1.96,51090,54.186.23.98,https,7763.585449,16,15830,0,3595,989.375000,33927.964844,199.722229,9.430150
192.168.1.96,36280,41.231.48.63,http,0.000000,1,66,0,66,66.000000,0.000000,66.000000,0.000000
192.168.1.96,42810,104.16.227.10,https,13948.455078,2,174,0,170,87.000000,13627.800781,85.000000,60.122650
192.168.1.96,36714,34.241.202.139,https,27862.117188,10,3016,0,11161,301.600006,7342.099121,858.538452,7.436749
192.168.1.96,36280,41.231.48.63,http,0.000000,2,132,0,66,66.000000,7946.183105,66.000000,30.099178
192.168.1.96,60016,157.240.195.15,https,0.000000,1,66,0,0,66.000000,0.000000,0.000000,0.000000
192.168.1.96,58474,31.13.69.35,https,0.000000,1,66,0,0,66.000000,0.000000,0.000000,0.000000
192.168.1.96,51781,192.168.1.1,domain,0.000000,1,81,0,129,81.000000,0.000000,129.000000,7.406036
192.168.1.96,39019,192.168.1.1,domain,0.000000,1,81,0,165,81.000000,0.000000,165.000000,7.414108
192.168.1.96,51090,54.186.23.98,https,18180.484375,18,21611,2,4534,1200.611084,86137.859375,226.699997,19.518278
192.168.1.96,36700,34.241.202.139,https,39597.019531,3,1904,0,3177,634.666687,19782.933594,635.400024,13.629973
192.168.1.96,38152,34.213.79.103,https,4789.312500,1,66,0,275,66.000000,0.000000,91.666664,9.760827
192.168.1.96,40428,93.184.220.66,http,0.000000,1,66,0,66,66.000000,0.000000,66.000000,0.000000
192.168.1.96,39538,192.229.233.25,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,0.000000
192.168.1.96,39089,104.16.226.10,https,35303.964844,4,3637,0,696,909.250000,184500.421875,174.000000,59.178101
192.168.1.96,59834,41.231.48.63,http,0.000000,2,132,0,66,66.000000,27395.839844,66.000000,103.772118
192.168.1.96,40712,192.168.1.1,domain,0.000000,1,81,0,97,81.000000,0.000000,97.000000,21.136734
192.168.1.96,37980,172.217.171.206,https,322865.093750,15,2350,0,9905,156.666672,76621.531250,660.333313,126.596642
192.168.1.96,33862,31.13.69.13,https,49915.097656,1,66,0,237,66.000000,0.000000,79.000000,118.469376
192.168.1.96,38210,13.226.244.23,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,19.425020
192.168.1.96,51262,192.168.1.1,domain,0.000000,1,100,0,244,100.000000,0.000000,244.000000,23.526644
192.168.1.96,56440,35.232.111.17,http,4974.909668,5,426,0,486,85.199997,4361.039062,97.199997,14.387592
192.168.1.96,60000,157.240.195.15,https,34894.953125,1,66,0,237,66.000000,0.000000,79.000000,82.820305
192.168.1.96,53484,66.102.1.188,5228,0.000000,1,66,0,66,66.000000,0.000000,66.000000,19.612074
192.168.1.96,53269,216.58.212.110,https,8974.698242,5,2130,0,1659,426.000000,11057.763672,276.500000,8.111622
192.168.1.96,55094,142.250.201.10,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,27.101742
192.168.1.96,55376,192.168.1.1,domain,0.000000,1,86,0,102,86.000000,0.000000,102.000000,20.884239
192.168.1.96,34405,192.168.1.1,domain,0.000000,1,86,0,143,86.000000,0.000000,143.000000,14.537209
192.168.1.96,40778,142.251.37.35,https,195963.140625,7,2323,0,3336,331.857147,131611.109375,370.666656,123.880943
0,0,111,1,0.000000,4209,2967428,0,0,0.000000,0.000000,0.000000,0.000000
192.168.1.96,52532,142.250.200.234,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,25.999687
192.168.1.96,57866,192.168.1.1,domain,0.000000,1,86,0,102,86.000000,0.000000,102.000000,15.416635
192.168.1.96,42260,192.168.1.1,domain,0.000000,1,86,0,136,86.000000,0.000000,136.000000,11.420871
192.168.1.96,46527,172.217.19.46,https,133971.031250,11,3929,0,5238,357.181824,100492.335938,476.181824,73.850052
192.168.1.96,42810,104.16.227.10,https,0.000000,1,108,0,170,108.000000,14652.330078,85.000000,43.095089
192.168.1.96,38156,34.213.79.103,https,4793.539062,2,144,0,275,72.000000,1875.732666,91.666664,13.025922
192.168.1.96,60202,142.250.203.234,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,26.622650
192.168.1.96,58504,172.217.19.131,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,26.651031
192.168.1.96,40884,142.251.37.196,https,121648.023438,6,1751,0,2568,291.833344,86426.335938,513.599976,73.995148
192.168.1.96,49874,18.202.131.124,https,209.860672,2,132,0,132,66.000000,209.860672,66.000000,1.192390
192.168.1.96,36702,34.241.202.139,https,242.826721,2,132,0,132,66.000000,242.826721,66.000000,1.379697
192.168.1.96,36706,52.30.58.64,https,283.309540,2,132,0,132,66.000000,283.309540,66.000000,1.609713
192.168.1.96,51810,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,37.822914
192.168.1.96,40820,108.139.229.25,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,18.659153
192.168.1.96,49682,64.233.184.92,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,18.912172
192.168.1.96,38204,54.187.119.242,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,4.267814
192.168.1.96,38202,54.187.119.242,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,4.229438
192.168.1.96,51820,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,16.069937
192.168.1.96,49666,64.233.184.92,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,20.852013
192.168.1.96,36010,104.16.169.131,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,34.781399
192.168.1.96,51446,172.217.19.138,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,26.026756
192.168.1.96,54744,172.217.19.46,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,23.589355
192.168.1.96,33302,142.251.37.234,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,22.896393
192.168.1.96,32996,172.217.171.195,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,22.852962
192.168.1.96,58312,142.250.13.81,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,17.370762
192.168.1.96,49698,64.233.184.92,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,16.121231
192.168.1.96,49712,64.233.184.92,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,17.207853
192.168.1.96,59838,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,30.319569
192.168.1.96,33008,172.217.171.195,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,20.905195
192.168.1.96,59830,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,26.988367
192.168.1.1,,224.0.0.1,,0.000000,1,46,0,0,46.000000,0.000000,0.000000,0.000000
192.168.1.96,40428,93.184.220.66,http,0.000000,1,66,0,66,66.000000,0.000000,66.000000,20.847666
192.168.1.96,58240,172.217.18.238,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,28.741413
192.168.1.96,,224.0.0.251,,0.000000,1,46,0,0,46.000000,0.000000,0.000000,0.000000
192.168.1.96,39926,172.217.19.142,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,27.917364
192.168.1.96,39538,192.229.233.25,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,20.876827
192.168.1.96,46642,216.58.205.205,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,25.606884
192.168.1.96,44628,104.244.42.136,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,17.663164
192.168.1.96,54922,216.58.211.195,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,25.652864
192.168.1.96,35502,104.16.226.10,https,135201.421875,11,5435,0,3668,494.090912,198641.156250,305.666656,110.557205
192.168.1.96,55252,239.255.255.250,1900,0.000000,4,860,0,0,215.000000,1706.348022,0.000000,0.992063
192.168.1.96,42810,104.16.227.10,https,0.000000,1,108,0,170,108.000000,14583.199219,85.000000,42.891762
192.168.1.96,38204,54.187.119.242,https,4781.425293,2,144,1,275,72.000000,1870.992554,91.666664,12.993004
192.168.1.96,36702,34.241.202.139,https,33560.769531,3,210,0,261,70.000000,27002.917969,87.000000,120.548744
192.168.1.96,50065,216.58.212.110,https,100948.890625,10,4780,0,4002,478.000000,118365.257812,333.500000,72.224266
192.168.1.96,36714,34.241.202.139,https,169.845261,2,132,0,132,66.000000,169.845261,66.000000,0.965030
192.168.1.96,35502,104.16.226.10,https,34838.351562,4,3635,0,692,908.750000,183052.375000,173.000000,58.735180
192.168.1.96,36700,34.241.202.139,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,0.000000
192.168.1.96,51090,54.186.23.98,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,3.942300
192.168.1.96,48652,104.16.226.10,https,118903.468750,10,2380,0,3813,238.000000,74210.726562,381.299988,82.283142
192.168.1.96,42810,104.16.227.10,https,4060.108154,2,174,0,170,87.000000,3966.772461,85.000000,17.500467
fe80::5424:887b:fabb:31da,dhcpv6-client,ff02::1:2,dhcpv6-server,0.000000,1,110,0,0,110.000000,0.000000,0.000000,0.000000
192.168.1.96,35502,104.16.226.10,https,19462.511719,5,3315,0,803,663.000000,80271.507812,160.600006,34.051826
192.168.1.96,37980,172.217.171.206,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,22.737091
192.168.1.96,38210,13.226.244.23,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,19.460175
192.168.1.96,53484,66.102.1.188,5228,0.000000,1,66,0,66,66.000000,0.000000,66.000000,18.990107
192.168.1.96,49874,18.202.131.124,https,21832.220703,3,198,0,327,66.000000,11714.850586,81.750000,66.561653
192.168.1.96,38202,54.187.119.242,https,9452.325195,5,366,2,453,73.199997,7629.562500,90.599998,29.294395
192.168.1.96,36706,52.30.58.64,https,5748.450684,5,330,0,393,66.000000,4817.749023,78.599998,20.530182
192.168.1.96,55094,142.250.201.10,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,26.051844
192.168.1.96,52532,142.250.200.234,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,14.905574
192.168.1.96,42810,104.16.227.10,https,14746.075195,2,174,0,170,87.000000,14407.084961,85.000000,63.560669
192.168.1.96,40428,93.184.220.66,http,0.000000,1,66,0,66,66.000000,0.000000,66.000000,0.000000
192.168.1.96,39538,192.229.233.25,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,0.000000
192.168.1.96,58504,172.217.19.131,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,27.086323
192.168.1.96,60202,142.250.203.234,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,29.314337
192.168.1.96,38156,34.213.79.103,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,3.999056
192.168.1.96,49682,64.233.184.92,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,19.721533
192.168.1.96,51810,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,32.012291
192.168.1.96,40820,108.139.229.25,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,17.158840
192.168.1.96,51820,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,39.582012
192.168.1.96,36714,34.241.202.139,https,7292.670410,4,288,2,327,72.000000,6403.320312,81.750000,25.939377
192.168.1.96,49712,64.233.184.92,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,20.589264
192.168.1.96,32996,172.217.171.195,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,27.942327
192.168.1.96,51446,172.217.19.138,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,27.533798
192.168.1.96,33302,142.251.37.234,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,27.019726
192.168.1.96,36010,104.16.169.131,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,31.161386
192.168.1.96,59838,151.101.0.176,https,383.983978,4,240,0,288,60.000000,319.986633,72.000000,1.555491
192.168.1.96,58312,142.250.13.81,https,116.141869,3,198,0,132,66.000000,232.283737,66.000000,0.879863
192.168.1.96,33008,172.217.171.195,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,23.299706
192.168.1.96,59830,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,30.755035
192.168.1.96,54744,172.217.19.46,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,23.304592
192.168.1.96,49666,64.233.184.92,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,17.558645
192.168.1.96,49698,64.233.184.92,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,16.959501
192.168.1.96,36700,34.241.202.139,https,0.000000,1,66,0,156,66.000000,0.000000,78.000000,0.000000
192.168.1.96,51090,54.186.23.98,https,4799.196777,2,132,0,275,66.000000,1721.451050,91.666664,13.041296
0,0,89,1,0.000000,381,76547,0,0,0.000000,0.000000,0.000000,0.000000
192.168.1.96,58240,172.217.18.238,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,27.293320
192.168.1.96,40428,93.184.220.66,http,0.000000,1,66,0,66,66.000000,0.000000,66.000000,20.018818
192.168.1.96,35502,104.16.226.10,https,2365.635254,8,7194,0,1391,899.250000,12226.333984,173.875000,3.641680
192.168.1.96,36702,34.241.202.139,https,0.000000,1,66,0,0,66.000000,0.000000,0.000000,0.000000
192.168.1.96,38156,34.213.79.103,https,0.000000,1,66,0,0,66.000000,0.000000,0.000000,0.000000
192.168.1.96,49682,64.233.184.92,https,1067.214233,3,198,0,132,66.000000,2134.428467,66.000000,8.084957
192.168.1.96,38204,54.187.119.242,https,0.000000,1,66,0,0,66.000000,0.000000,0.000000,0.000000
192.168.1.96,58894,192.168.1.1,domain,0.000000,1,91,0,137,91.000000,0.000000,137.000000,13.104786
192.168.1.96,60340,192.168.1.1,domain,0.000000,1,91,0,204,91.000000,0.000000,204.000000,12.732041
192.168.1.96,33102,172.217.171.206,https,296189.250000,15,2331,1,9947,155.399994,69108.703125,621.687500,119.098183
192.168.1.96,57906,192.168.1.1,domain,0.000000,1,95,0,152,95.000000,0.000000,152.000000,13.019985
192.168.1.96,46331,172.217.171.227,https,127480.148438,8,2379,0,3698,297.375000,80721.921875,410.888885,77.542671
192.168.1.96,44628,104.244.42.136,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,17.791378
192.168.1.96,46642,216.58.205.205,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,14.075387
192.168.1.96,39926,172.217.19.142,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,13.903758
192.168.1.96,39538,192.229.233.25,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,11.935311
192.168.1.96,54922,216.58.211.195,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,13.694879
192.168.1.96,41263,192.168.1.1,domain,0.000000,1,85,0,101,85.000000,0.000000,101.000000,23.823137
192.168.1.96,50352,192.168.1.1,domain,0.000000,1,85,0,110,85.000000,0.000000,110.000000,9.342040
192.168.1.96,38217,142.251.37.228,https,121163.882812,6,1754,0,2568,292.333344,86200.289062,513.599976,73.700661
192.168.1.96,42810,104.16.227.10,https,0.000000,1,108,0,170,108.000000,14668.450195,85.000000,43.142498
192.168.1.1,,224.0.0.1,,0.000000,1,46,0,0,46.000000,0.000000,0.000000,0.000000
192.168.1.96,37980,172.217.171.206,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,27.842743
192.168.1.96,38210,13.226.244.23,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,19.821606
192.168.1.96,,224.0.0.251,,0.000000,1,46,0,0,46.000000,0.000000,0.000000,0.000000
192.168.1.96,35502,104.16.226.10,https,34052.269531,4,3558,0,696,889.500000,174110.171875,174.000000,57.079952
192.168.1.96,53484,66.102.1.188,5228,0.000000,1,66,0,66,66.000000,0.000000,66.000000,19.196806
192.168.1.96,59782,35.190.80.1,https,34490.621094,9,2792,0,2573,310.222229,37415.085938,285.888885,32.033463
192.168.1.96,55094,142.250.201.10,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,25.043827
192.168.1.96,52532,142.250.200.234,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,25.920166
192.168.1.96,35502,104.16.226.10,https,3084.704834,9,6951,0,1497,772.333313,14320.354492,166.333328,4.924867
192.168.1.96,42810,104.16.227.10,https,1839.913574,7,842,0,744,120.285713,1658.980225,93.000000,4.459624
192.168.1.96,41099,142.250.200.234,https,135936.093750,9,2481,0,3233,275.666656,106000.359375,404.125000,96.101868
192.168.1.96,42164,104.16.226.10,https,112068.531250,9,3455,0,3752,383.888885,103199.796875,416.888885,71.386581
192.168.1.96,60202,142.250.203.234,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,29.883751
192.168.1.96,58504,172.217.19.131,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,25.942354
192.168.1.96,51820,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,33.453766
192.168.1.96,51810,151.101.0.176,https,0.000000,1,66,0,0,66.000000,0.000000,0.000000,0.000000
192.168.1.96,40820,108.139.229.25,https,0.000000,1,66,0,0,66.000000,0.000000,0.000000,0.000000
192.168.1.96,36010,104.16.169.131,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,7.353158
192.168.1.96,51446,172.217.19.138,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,6.755844
192.168.1.96,54744,172.217.19.46,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,6.761280
192.168.1.96,49666,64.233.184.92,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,6.101318
192.168.1.96,33008,172.217.171.195,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,6.766129
192.168.1.96,33302,142.251.37.234,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,6.772544
192.168.1.96,32996,172.217.171.195,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,6.591958
192.168.1.96,59830,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,6.771581
192.168.1.96,49712,64.233.184.92,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,5.964736
192.168.1.96,49698,64.233.184.92,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,6.098379
192.168.1.96,45728,216.58.212.110,https,107439.953125,10,5882,0,3864,588.200012,160583.609375,322.000000,79.624474
192.168.1.96,58240,172.217.18.238,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,7.484245
192.168.1.96,40428,93.184.220.66,http,2871.937744,2,132,0,132,66.000000,2871.937744,66.000000,16.317829
192.168.1.96,39538,192.229.233.25,https,15373.623047,2,132,0,156,66.000000,13008.450195,78.000000,73.911652
192.168.1.96,33102,172.217.171.206,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,27.532282
192.168.1.96,44628,104.244.42.136,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,18.203001
192.168.1.96,46642,216.58.205.205,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,29.035160
192.168.1.96,39926,172.217.19.142,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,28.030048
192.168.1.96,54922,216.58.211.195,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,29.355642
192.168.1.96,35502,104.16.226.10,https,34319.808594,4,3636,0,695,909.000000,179291.406250,173.750000,57.528416
192.168.1.96,42810,104.16.227.10,https,14691.292969,2,174,0,170,87.000000,14353.561523,85.000000,63.324535
0,0,78,1,0.000000,224,64637,0,0,0.000000,0.000000,0.000000,0.000000
192.168.1.96,35502,104.16.226.10,https,34460.277344,4,3558,0,695,889.500000,176196.328125,173.750000,57.763878
192.168.1.96,37980,172.217.171.206,https,1750.925171,6,934,0,702,155.666672,2217.838623,87.750000,4.626429
192.168.1.96,35980,192.168.1.1,domain,0.000000,1,85,0,101,85.000000,0.000000,101.000000,21.064606
192.168.1.96,44366,142.251.37.228,https,112354.945312,7,3042,0,2568,434.571442,142589.640625,513.599976,75.176666
192.168.1.96,38210,13.226.244.23,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,20.529665
192.168.1.96,40428,93.184.220.66,http,0.000000,1,66,0,54,66.000000,0.000000,54.000000,20.554564
192.168.1.96,39538,192.229.233.25,https,0.000000,1,66,0,0,66.000000,0.000000,0.000000,0.000000
192.168.1.96,54736,192.168.1.1,domain,0.000000,1,91,0,137,91.000000,0.000000,137.000000,16.278690
192.168.1.96,41583,192.168.1.1,domain,0.000000,1,91,0,204,91.000000,0.000000,204.000000,12.248447
192.168.1.96,48729,172.217.171.206,https,282057.968750,5,2939,0,7238,587.799988,104736.398438,904.750000,66.796173
192.168.1.96,43285,172.217.19.35,https,139689.046875,7,2718,0,3618,388.285706,102803.375000,452.250000,77.212837
192.168.1.96,51343,192.168.1.1,domain,0.000000,1,95,0,152,95.000000,0.000000,152.000000,9.773738
192.168.1.96,53484,66.102.1.188,5228,0.000000,1,66,0,66,66.000000,0.000000,66.000000,19.104385
192.168.1.96,58779,192.168.1.1,domain,0.000000,1,91,0,139,91.000000,0.000000,139.000000,22.963167
192.168.1.96,54096,192.168.1.1,domain,0.000000,1,91,0,175,91.000000,0.000000,175.000000,11.068681
192.168.1.96,33808,34.205.13.154,https,21107.197266,19,4571,0,7740,240.578949,12505.508789,430.000000,12.993486
192.168.1.96,58232,192.168.1.1,domain,0.000000,1,85,0,133,85.000000,0.000000,133.000000,21.867483
192.168.1.96,35666,192.168.1.1,domain,0.000000,1,85,0,169,85.000000,0.000000,169.000000,10.070798
192.168.1.96,33812,34.205.13.154,https,138488.625000,18,1765,0,11415,98.055557,21487.392578,671.470581,54.781895
192.168.1.96,42211,192.168.1.1,domain,0.000000,1,91,0,175,91.000000,0.000000,175.000000,5.430503
192.168.1.96,33824,34.205.13.154,https,19909.968750,17,4415,2,7608,259.705872,11600.424805,475.500000,11.164990
192.168.1.96,55094,142.250.201.10,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,19.405796
192.168.1.96,39181,192.168.1.1,domain,0.000000,1,85,0,169,85.000000,0.000000,169.000000,16.672503
192.168.1.96,33828,34.205.13.154,https,127930.492188,15,1555,0,11278,103.666664,17645.585938,751.866638,44.053200
192.168.1.96,52532,142.250.200.234,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,22.362860
192.168.1.96,33812,34.205.13.154,https,8611.535156,3,222,0,222,74.000000,8611.535156,74.000000,36.366280
192.168.1.1,,224.0.0.1,,0.000000,1,46,0,0,46.000000,0.000000,0.000000,0.000000
192.168.1.96,33808,34.205.13.154,https,12105.079102,4,288,0,288,72.000000,12105.079102,72.000000,49.036777
192.168.1.96,42810,104.16.227.10,https,0.000000,1,108,0,170,108.000000,12010.314453,85.000000,35.324455
192.168.1.96,51820,216.58.212.110,https,73139.671875,11,6843,0,5207,622.090881,95308.312500,433.916656,42.131145
192.168.1.96,33828,34.205.13.154,https,4594.011719,3,222,0,156,74.000000,8716.842773,78.000000,29.448792
192.168.1.96,60202,142.250.203.234,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,25.570871
192.168.1.96,58504,172.217.19.131,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,19.786308
192.168.1.96,33824,34.205.13.154,https,4966.505371,4,288,0,222,72.000000,7248.413086,74.000000,25.168102
192.168.1.96,35502,104.16.226.10,https,21005.931641,5,4850,0,696,970.000000,156136.031250,174.000000,40.241245
192.168.1.96,33017,192.168.1.1,domain,0.000000,1,87,0,193,87.000000,0.000000,193.000000,18.338192
192.168.1.96,49157,92.123.48.216,http,7365.618652,6,433,0,461,72.166664,7205.930176,92.199997,24.951283
192.168.1.96,38210,13.226.244.23,https,25412.654297,1,66,0,237,66.000000,0.000000,79.000000,60.314846
192.168.1.96,59191,239.255.255.250,1900,0.000000,4,860,0,0,215.000000,1714.050049,0.000000,0.996541
192.168.1.96,42099,192.168.1.1,domain,0.000000,1,100,0,268,100.000000,0.000000,268.000000,20.908255
fe80::5424:887b:fabb:31da,40992,2620:2d:4000:1::2a,http,0.000000,1,94,0,0,94.000000,0.000000,0.000000,0.000000
fe80::36e8:94ff:feb8:d628,0x0001,fe80::5424:887b:fabb:31da,0x0000,0.000000,2,284,0,0,142.000000,5631.233887,0.000000,4.957072
fe80::5424:887b:fabb:31da,39280,2001:67c:1562::23,http,0.000000,1,94,0,0,94.000000,0.000000,0.000000,0.000000
192.168.1.96,41109,192.168.1.1,domain,6896.184570,2,177,0,323,88.500000,3788.644531,161.500000,15.963390
fe80::5424:887b:fabb:31da,dhcpv6-client,ff02::1:2,dhcpv6-server,0.000000,1,110,0,0,110.000000,0.000000,0.000000,0.000000
192.168.1.96,,224.0.0.251,,0.000000,1,46,0,0,46.000000,0.000000,0.000000,0.000000
192.168.1.96,51820,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,32.883919
192.168.1.96,51810,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,30.248947
192.168.1.96,40820,108.139.229.25,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,18.571827
192.168.1.96,36010,104.16.169.131,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,33.463844
192.168.1.96,51446,172.217.19.138,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,25.424591
192.168.1.96,54744,172.217.19.46,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,25.447882
192.168.1.96,32996,172.217.171.195,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,23.308937
192.168.1.96,33302,142.251.37.234,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,23.366669
192.168.1.96,59830,151.101.0.176,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,30.534351
192.168.1.96,33008,172.217.171.195,https,0.000000,1,66,0,66,66.000000,0.000000,66.000000,22.995377
